transaction_id,date,product_code,customer_code,sold_quantity,revenue,cost,profit
T003776,2020-09-05,P020,C058,2,2561.18,2030,531.18
T002099,2020-09-06,P031,C017,5,1866.21,1490,376.21
T005386,2020-09-06,P033,C007,3,85849.04,65319,20530.04
T006225,2020-09-06,P011,C008,2,2468.93,1892,576.93
T004583,2020-09-06,P038,C003,25,76445.21,55550,20895.21
T000323,2020-09-06,P043,C057,2,4061.93,3216,845.93
T007062,2020-09-06,P005,C013,15,11310.89,8775,2535.89
T006372,2020-09-07,P006,C036,1,39369.22,28939,10430.22
T002462,2020-09-07,P005,C041,10,8112.16,5850,2262.16
T003982,2020-09-07,P010,C070,1,2403.07,1767,636.07
T001056,2020-09-07,P009,C052,2,2454.78,1772,682.78
T009271,2020-09-07,P026,C074,2,81952.81,65390,16562.81
T005702,2020-09-08,P020,C072,3,4201.25,3045,1156.25
T006151,2020-09-08,P033,C052,10,281399.35,217730,63669.35
T003100,2020-09-08,P024,C008,2,28167.72,26552,1615.72
T006022,2020-09-08,P042,C052,10,29592.39,23380,6212.39
T008699,2020-09-08,P034,C029,30,335528.51,255060,80468.51
T007491,2020-09-08,P040,C028,2,79702.18,65386,14316.18
T009879,2020-09-08,P035,C033,3,1932.22,1518,414.22
T008493,2020-09-09,P009,C043,20,21950.23,17720,4230.23
T003827,2020-09-09,P013,C054,3,150260.23,108048,42212.23
T001657,2020-09-09,P030,C039,15,69120.58,54060,15060.58
T001283,2020-09-09,P039,C028,10,44678.28,32290,12388.28
T003978,2020-09-09,P017,C024,2,2106.72,1530,576.72
T001860,2020-09-09,P021,C052,25,41694.77,36875,4819.77
T007626,2020-09-09,P039,C043,2,8404.78,6458,1946.78
T005916,2020-09-09,P049,C056,1,63880.15,47675,16205.15
T007023,2020-09-09,P023,C064,1,59425.17,46243,13182.17
T001720,2020-09-09,P010,C025,15,33422.17,26505,6917.17
T001466,2020-09-10,P001,C052,10,59707.71,42720,16987.71
T003134,2020-09-10,P010,C016,2,4769.15,3534,1235.15
T006692,2020-09-10,P049,C005,3,199180.96,143025,56155.96
T008012,2020-09-11,P008,C051,3,9507.87,7041,2466.87
T008022,2020-09-11,P034,C047,10,111781.44,85020,26761.44
T004215,2020-09-11,P023,C075,20,1273318.45,924860,348458.45
T006585,2020-09-11,P028,C033,1,719.0,678,41.0
T007087,2020-09-11,P006,C071,20,761400.6,578780,182620.6
T007313,2020-09-11,P021,C043,25,41094.33,36875,4219.33
T001553,2020-09-11,P041,C041,2,4684.97,3726,958.97
T000914,2020-09-11,P004,C031,1,1169.47,969,200.47
T004222,2020-09-11,P008,C003,3,8461.96,7041,1420.96
T009277,2020-09-11,P016,C050,15,73102.16,66645,6457.16
T009813,2020-09-12,P015,C006,15,308007.59,243390,64617.59
T007478,2020-09-12,P039,C019,10,39530.25,32290,7240.25
T008961,2020-09-12,P027,C020,5,19450.35,14700,4750.35
T003794,2020-09-12,P050,C036,1,62520.36,48664,13856.36
T006656,2020-09-12,P027,C021,2,8204.22,5880,2324.22
T004525,2020-09-13,P016,C072,20,99223.3,88860,10363.3
T000752,2020-09-13,P026,C006,10,394974.27,326950,68024.27
T008942,2020-09-13,P016,C073,10,54821.31,44430,10391.31
T003024,2020-09-13,P044,C057,2,2221.47,1654,567.47
T004356,2020-09-13,P031,C069,20,8055.52,5960,2095.52
T006774,2020-09-13,P012,C027,1,47197.77,33792,13405.77
T001299,2020-09-13,P048,C003,3,7044.61,5745,1299.61
T003170,2020-09-13,P004,C058,1,1172.1,969,203.1
T002382,2020-09-13,P034,C019,5,58388.5,42510,15878.5
T009363,2020-09-13,P004,C075,1,1290.82,969,321.82
T002174,2020-09-13,P025,C066,10,982125.43,707740,274385.43
T009456,2020-09-14,P037,C022,10,26356.92,21780,4576.92
T007504,2020-09-14,P048,C006,10,25898.5,19150,6748.5
T006442,2020-09-14,P044,C040,5,5176.42,4135,1041.42
T005095,2020-09-15,P024,C008,2,31029.57,26552,4477.57
T008101,2020-09-15,P015,C059,2,43002.75,32452,10550.75
T003264,2020-09-15,P040,C047,1,42104.05,32693,9411.05
T001017,2020-09-15,P012,C007,15,628193.34,506880,121313.34
T007806,2020-09-15,P003,C062,10,459657.39,354950,104707.39
T000073,2020-09-15,P033,C006,2,45465.61,43546,1919.61
T008099,2020-09-15,P014,C034,2,118523.67,96966,21557.67
T006295,2020-09-16,P030,C008,2,9460.51,7208,2252.51
T009087,2020-09-16,P045,C025,5,6212.03,5045,1167.03
T004588,2020-09-16,P043,C039,1,1890.59,1608,282.59
T005489,2020-09-16,P046,C064,1,43323.48,33748,9575.48
T008406,2020-09-16,P011,C064,1,1200.62,946,254.62
T007445,2020-09-16,P001,C006,20,104988.43,85440,19548.43
T003621,2020-09-17,P042,C060,10,31681.84,23380,8301.84
T004607,2020-09-17,P027,C069,15,55944.06,44100,11844.06
T000318,2020-09-17,P036,C070,5,402453.64,332615,69838.64
T007512,2020-09-17,P008,C074,5,16242.19,11735,4507.19
T007334,2020-09-17,P046,C075,2,90461.76,67496,22965.76
T001664,2020-09-17,P025,C049,1,79509.13,70774,8735.13
T003760,2020-09-18,P017,C046,1,958.39,765,193.39
T003832,2020-09-18,P009,C028,1,1109.35,886,223.35
T003964,2020-09-18,P020,C061,1,1331.33,1015,316.33
T007212,2020-09-18,P010,C052,20,44215.17,35340,8875.17
T008067,2020-09-18,P010,C075,1,2175.01,1767,408.01
T009902,2020-09-18,P016,C045,1,5556.42,4443,1113.42
T003544,2020-09-18,P028,C030,1,791.99,678,113.99
T001932,2020-09-18,P004,C051,3,3860.27,2907,953.27
T005632,2020-09-18,P006,C026,15,573789.51,434085,139704.51
T000941,2020-09-18,P001,C071,2,11303.83,8544,2759.83
T003185,2020-09-19,P040,C072,2,89052.91,65386,23666.91
T005339,2020-09-19,P015,C073,2,36782.35,32452,4330.35
T003281,2020-09-19,P006,C021,25,886633.42,723475,163158.42
T005620,2020-09-19,P047,C068,3,104019.38,76989,27030.38
T004400,2020-09-19,P035,C031,15,9676.59,7590,2086.59
T007668,2020-09-19,P043,C041,1,1963.8,1608,355.8
T003650,2020-09-19,P024,C039,20,319921.4,265520,54401.4
T003740,2020-09-19,P008,C038,1,3246.98,2347,899.98
T003663,2020-09-19,P003,C067,3,144280.29,106485,37795.29
T008910,2020-09-20,P034,C017,1,11695.55,8502,3193.55
T005236,2020-09-20,P026,C075,25,1031190.7,817375,213815.7
T004348,2020-09-20,P014,C018,5,333440.13,242415,91025.13
T002881,2020-09-20,P039,C043,10,40374.82,32290,8084.82
T002570,2020-09-20,P012,C064,1,41155.13,33792,7363.13
T008717,2020-09-21,P003,C061,2,96861.65,70990,25871.65
T005693,2020-09-21,P007,C055,15,682784.92,532200,150584.92
T000363,2020-09-21,P033,C052,2,57466.42,43546,13920.42
T002315,2020-09-21,P020,C056,1,1280.88,1015,265.88
T001229,2020-09-21,P022,C074,20,447620.45,330580,117040.45
T003573,2020-09-21,P050,C004,2,124188.68,97328,26860.68
T001474,2020-09-21,P029,C022,2,131077.58,95324,35753.58
T004271,2020-09-21,P040,C010,5,177645.07,163465,14180.07
T000260,2020-09-22,P025,C066,1,97130.44,70774,26356.44
T003542,2020-09-22,P031,C013,5,1956.04,1490,466.04
T008277,2020-09-22,P019,C040,1,5899.95,4797,1102.95
T007505,2020-09-22,P033,C019,3,89189.1,65319,23870.1
T009674,2020-09-22,P026,C050,5,222805.58,163475,59330.58
T003538,2020-09-22,P014,C007,3,179905.52,145449,34456.52
T002844,2020-09-22,P040,C017,3,120959.27,98079,22880.27
T005036,2020-09-22,P008,C072,50,156530.61,117350,39180.61
T006480,2020-09-22,P007,C022,2,89307.27,70960,18347.27
T000459,2020-09-23,P013,C053,3,149244.99,108048,41196.99
T006168,2020-09-23,P001,C069,2,9537.86,8544,993.86
T009193,2020-09-23,P018,C066,3,3698.64,2706,992.64
T000409,2020-09-23,P045,C047,15,18557.48,15135,3422.48
T004005,2020-09-23,P027,C002,3,11682.93,8820,2862.93
T007052,2020-09-23,P033,C041,15,441285.64,326595,114690.64
T004205,2020-09-23,P037,C070,3,8615.49,6534,2081.49
T002655,2020-09-24,P021,C066,5,8318.68,7375,943.68
T001379,2020-09-24,P041,C003,5,12134.53,9315,2819.53
T005295,2020-09-24,P032,C064,1,2134.77,1770,364.77
T005769,2020-09-24,P022,C027,5,101096.01,82645,18451.01
T002184,2020-09-24,P023,C034,10,618384.51,462430,155954.51
T004050,2020-09-24,P047,C032,3,92358.32,76989,15369.32
T000120,2020-09-24,P045,C053,1,1395.33,1009,386.33
T000751,2020-09-24,P030,C036,10,45245.12,36040,9205.12
T005816,2020-09-25,P042,C029,5,13487.6,11690,1797.6
T001636,2020-09-25,P046,C027,10,446608.67,337480,109128.67
T005324,2020-09-25,P026,C064,10,433501.14,326950,106551.14
T004336,2020-09-25,P050,C005,2,134492.19,97328,37164.19
T000665,2020-09-25,P049,C031,2,113249.11,95350,17899.11
T008718,2020-09-25,P041,C011,15,35036.85,27945,7091.85
T001833,2020-09-25,P020,C066,15,20762.04,15225,5537.04
T003287,2020-09-25,P044,C018,2,2248.21,1654,594.21
T000808,2020-09-26,P049,C007,1,64723.3,47675,17048.3
T003781,2020-09-26,P042,C066,3,9653.37,7014,2639.37
T008069,2020-09-26,P002,C002,20,1661446.35,1243880,417566.35
T000856,2020-09-26,P032,C006,2,4353.14,3540,813.14
T007474,2020-09-26,P047,C020,3,98934.17,76989,21945.17
T008736,2020-09-26,P042,C017,2,5581.0,4676,905.0
T008385,2020-09-26,P024,C040,2,32030.66,26552,5478.66
T001592,2020-09-26,P044,C063,1,1134.29,827,307.29
T004283,2020-09-27,P008,C048,10,28476.75,23470,5006.75
T004808,2020-09-27,P007,C069,10,461234.4,354800,106434.4
T005516,2020-09-28,P031,C031,15,5337.02,4470,867.02
T006848,2020-09-28,P044,C072,25,27445.94,20675,6770.94
T008784,2020-09-28,P013,C050,10,497309.59,360160,137149.59
T001695,2020-09-28,P002,C005,2,153801.66,124388,29413.66
T007307,2020-09-28,P049,C016,20,1246011.24,953500,292511.24
T003843,2020-09-28,P036,C025,20,1775686.57,1330460,445226.57
T007015,2020-09-29,P021,C037,1,2014.67,1475,539.67
T004946,2020-09-29,P018,C040,10,12036.36,9020,3016.36
T000843,2020-09-29,P038,C014,5,15208.07,11110,4098.07
T000352,2020-09-29,P005,C011,15,9615.51,8775,840.51
T004120,2020-09-29,P003,C061,1,46956.47,35495,11461.47
T007456,2020-09-29,P029,C032,2,132163.97,95324,36839.97
T004299,2020-09-29,P010,C061,1,2148.98,1767,381.98
T009270,2020-09-29,P011,C067,5,6356.99,4730,1626.99
T003971,2020-09-29,P029,C004,1,65291.33,47662,17629.33
T009796,2020-09-29,P032,C016,2,4391.83,3540,851.83
T006505,2020-09-30,P049,C033,10,587577.16,476750,110827.16
T009809,2020-09-30,P006,C004,5,178126.98,144695,33431.98
T001305,2020-09-30,P043,C033,2,3888.83,3216,672.83
T000756,2020-09-30,P003,C007,20,906288.92,709900,196388.92
T003993,2020-09-30,P005,C040,1,797.4,585,212.4
T004239,2020-09-30,P034,C038,3,35034.65,25506,9528.65
T000445,2020-09-30,P003,C028,25,1074113.95,887375,186738.95
T005671,2020-10-01,P033,C002,2,52752.06,43546,9206.06
T007032,2020-10-01,P031,C050,10,3579.01,2980,599.01
T005873,2020-10-01,P026,C025,5,207689.04,163475,44214.04
T008355,2020-10-01,P017,C034,15,15153.46,11475,3678.46
T002386,2020-10-01,P039,C048,2,8068.0,6458,1610.0
T004189,2020-10-01,P050,C037,3,186788.96,145992,40796.96
T002899,2020-10-02,P035,C058,1,615.93,506,109.93
T004067,2020-10-02,P049,C057,1,57587.43,47675,9912.43
T004989,2020-10-02,P002,C026,3,249623.37,186582,63041.37
T006582,2020-10-02,P037,C017,2,5914.38,4356,1558.38
T000627,2020-10-02,P013,C054,2,94424.41,72032,22392.41
T003478,2020-10-02,P031,C008,10,3978.39,2980,998.39
T006491,2020-10-02,P028,C020,1,863.35,678,185.35
T009781,2020-10-02,P019,C005,5,26629.65,23985,2644.65
T006329,2020-10-02,P006,C043,2,72967.76,57878,15089.76
T008209,2020-10-02,P043,C021,2,4287.6,3216,1071.6
T007797,2020-10-02,P034,C040,2,20672.18,17004,3668.18
T001837,2020-10-02,P017,C040,2,1942.5,1530,412.5
T006961,2020-10-02,P032,C051,3,6488.61,5310,1178.61
T000418,2020-10-03,P016,C066,2,11965.98,8886,3079.98
T001843,2020-10-03,P040,C027,50,2184879.18,1634650,550229.18
T000283,2020-10-03,P040,C058,3,137145.6,98079,39066.6
T009514,2020-10-03,P019,C003,2,12999.58,9594,3405.58
T007102,2020-10-03,P038,C052,1,2986.33,2222,764.33
T000544,2020-10-03,P024,C025,15,247573.24,199140,48433.24
T008644,2020-10-03,P041,C039,1,2376.14,1863,513.14
T006007,2020-10-03,P029,C061,5,308818.58,238310,70508.58
T000969,2020-10-03,P024,C004,15,255629.88,199140,56489.88
T002976,2020-10-03,P008,C001,1,3203.06,2347,856.06
T004213,2020-10-04,P029,C063,10,659305.14,476620,182685.14
T008068,2020-10-04,P012,C014,1,42556.31,33792,8764.31
T009230,2020-10-04,P046,C004,10,417562.76,337480,80082.76
T009737,2020-10-04,P010,C067,2,4710.78,3534,1176.78
T008971,2020-10-04,P009,C057,1,1129.5,886,243.5
T002714,2020-10-04,P037,C039,3,8562.5,6534,2028.5
T002247,2020-10-04,P030,C054,3,14128.06,10812,3316.06
T006027,2020-10-04,P020,C047,3,3912.23,3045,867.23
T000016,2020-10-05,P025,C030,20,1841610.93,1415480,426130.93
T004077,2020-10-05,P043,C024,10,20643.61,16080,4563.61
T002454,2020-10-05,P002,C070,5,392888.45,310970,81918.45
T008515,2020-10-05,P039,C008,1,3658.06,3229,429.06
T008878,2020-10-05,P027,C054,3,11452.49,8820,2632.49
T005925,2020-10-05,P023,C065,5,307763.82,231215,76548.82
T008716,2020-10-05,P006,C047,2,72488.23,57878,14610.23
T001682,2020-10-05,P031,C029,10,3771.02,2980,791.02
T004776,2020-10-06,P035,C018,2,1337.74,1012,325.74
T004012,2020-10-06,P033,C039,5,133156.32,108865,24291.32
T004202,2020-10-06,P040,C050,3,132655.23,98079,34576.23
T001113,2020-10-06,P008,C053,2,5962.05,4694,1268.05
T006931,2020-10-06,P023,C067,10,608616.27,462430,146186.27
T009222,2020-10-06,P038,C003,1,2561.67,2222,339.67
T003951,2020-10-06,P034,C034,3,32256.17,25506,6750.17
T000684,2020-10-07,P028,C025,10,9118.06,6780,2338.06
T009841,2020-10-07,P047,C015,10,353460.16,256630,96830.16
T005524,2020-10-07,P009,C024,1,1107.81,886,221.81
T000696,2020-10-07,P006,C063,2,74181.72,57878,16303.72
T008978,2020-10-07,P026,C001,1,43484.9,32695,10789.9
T001045,2020-10-07,P019,C005,2,11549.45,9594,1955.45
T004016,2020-10-07,P036,C036,10,827048.06,665230,161818.06
T003646,2020-10-07,P033,C068,2,49134.57,43546,5588.57
T003714,2020-10-07,P030,C007,20,98472.04,72080,26392.04
T004152,2020-10-07,P004,C013,2,2408.75,1938,470.75
T003111,2020-10-08,P007,C074,5,200648.23,177400,23248.23
T008148,2020-10-08,P005,C031,1,755.52,585,170.52
T005703,2020-10-08,P006,C004,2,71388.56,57878,13510.56
T005729,2020-10-08,P006,C046,2,74793.26,57878,16915.26
T007629,2020-10-09,P039,C023,1,4448.78,3229,1219.78
T007427,2020-10-09,P017,C063,3,2969.69,2295,674.69
T003157,2020-10-09,P038,C035,1,2862.06,2222,640.06
T008729,2020-10-09,P007,C066,2,97729.59,70960,26769.59
T006015,2020-10-09,P042,C071,1,3097.22,2338,759.22
T000373,2020-10-09,P008,C065,3,9115.24,7041,2074.24
T009386,2020-10-09,P021,C005,2,3572.42,2950,622.42
T000506,2020-10-09,P016,C006,1,6186.0,4443,1743.0
T007656,2020-10-10,P001,C070,3,16607.47,12816,3791.47
T009331,2020-10-10,P040,C037,5,213383.87,163465,49918.87
T006959,2020-10-10,P049,C069,2,125508.94,95350,30158.94
T007848,2020-10-10,P023,C019,3,191412.14,138729,52683.14
T001122,2020-10-10,P021,C033,15,28642.98,22125,6517.98
T004245,2020-10-10,P004,C042,2,2590.95,1938,652.95
T008585,2020-10-10,P001,C072,2,11645.96,8544,3101.96
T007670,2020-10-10,P046,C003,10,419929.9,337480,82449.9
T006325,2020-10-10,P047,C060,1,32727.38,25663,7064.38
T006212,2020-10-10,P039,C054,2,8993.99,6458,2535.99
T006227,2020-10-10,P018,C032,1,1238.42,902,336.42
T005293,2020-10-11,P016,C067,2,12143.22,8886,3257.22
T009407,2020-10-11,P005,C008,20,14794.79,11700,3094.79
T003403,2020-10-11,P001,C059,2,11559.8,8544,3015.8
T000010,2020-10-11,P013,C012,1,38222.07,36016,2206.07
T000252,2020-10-12,P021,C070,2,4004.86,2950,1054.86
T005043,2020-10-12,P043,C007,15,31627.61,24120,7507.61
T005119,2020-10-12,P005,C001,5,3305.07,2925,380.07
T006268,2020-10-13,P031,C048,5,1994.03,1490,504.03
T002360,2020-10-13,P001,C017,3,15905.32,12816,3089.32
T002497,2020-10-13,P021,C003,1,1861.23,1475,386.23
T000249,2020-10-13,P047,C055,3,93875.4,76989,16886.4
T005563,2020-10-14,P049,C065,30,1756835.6,1430250,326585.6
T004171,2020-10-14,P024,C048,2,35883.08,26552,9331.08
T007312,2020-10-14,P042,C052,3,9236.94,7014,2222.94
T007310,2020-10-14,P005,C032,2,1471.52,1170,301.52
T002188,2020-10-14,P027,C052,2,6659.28,5880,779.28
T002065,2020-10-14,P026,C058,20,829446.95,653900,175546.95
T007948,2020-10-15,P033,C074,10,266125.54,217730,48395.54
T009498,2020-10-15,P031,C036,20,7958.33,5960,1998.33
T002499,2020-10-15,P020,C049,2,2375.79,2030,345.79
T009750,2020-10-15,P032,C030,15,31883.62,26550,5333.62
T007746,2020-10-15,P015,C060,1,20656.41,16226,4430.41
T009172,2020-10-15,P029,C031,5,270768.22,238310,32458.22
T003591,2020-10-15,P009,C053,15,16106.78,13290,2816.78
T008545,2020-10-15,P039,C062,15,66235.0,48435,17800.0
T006900,2020-10-16,P022,C048,1,19699.14,16529,3170.14
T005919,2020-10-16,P041,C068,2,4743.21,3726,1017.21
T001647,2020-10-16,P017,C029,2,1994.25,1530,464.25
T001648,2020-10-16,P048,C012,10,25747.6,19150,6597.6
T008302,2020-10-16,P023,C019,10,606902.8,462430,144472.8
T000724,2020-10-17,P005,C073,3,2391.1,1755,636.1
T008722,2020-10-17,P033,C007,30,899747.21,653190,246557.21
T003352,2020-10-17,P008,C052,5,16252.36,11735,4517.36
T004612,2020-10-17,P042,C024,3,8357.81,7014,1343.81
T005681,2020-10-17,P029,C009,1,51705.15,47662,4043.15
T006613,2020-10-17,P002,C008,1,74001.71,62194,11807.71
T003496,2020-10-18,P039,C036,5,19891.78,16145,3746.78
T007382,2020-10-18,P020,C016,3,4247.76,3045,1202.76
T004208,2020-10-18,P017,C022,25,23509.57,19125,4384.57
T002350,2020-10-18,P005,C046,25,18798.88,14625,4173.88
T001463,2020-10-18,P009,C036,5,6158.24,4430,1728.24
T005114,2020-10-19,P050,C030,3,199117.43,145992,53125.43
T001568,2020-10-19,P048,C071,3,7362.49,5745,1617.49
T005933,2020-10-19,P002,C061,2,173357.08,124388,48969.08
T001931,2020-10-19,P042,C044,1,3224.41,2338,886.41
T003903,2020-10-19,P015,C041,3,60176.06,48678,11498.06
T002422,2020-10-19,P017,C055,3,2799.69,2295,504.69
T002989,2020-10-19,P040,C022,2,87258.5,65386,21872.5
T006179,2020-10-19,P021,C044,2,3908.07,2950,958.07
T008774,2020-10-19,P048,C059,1,2513.93,1915,598.93
T005015,2020-10-20,P029,C012,2,118837.08,95324,23513.08
T007537,2020-10-20,P028,C026,20,16296.61,13560,2736.61
T001989,2020-10-20,P016,C020,3,16446.19,13329,3117.19
T008862,2020-10-20,P013,C057,2,87172.39,72032,15140.39
T003461,2020-10-20,P044,C047,1,1142.4,827,315.4
T008728,2020-10-20,P021,C071,3,5745.71,4425,1320.71
T000926,2020-10-20,P023,C022,1,58102.61,46243,11859.61
T003038,2020-10-21,P016,C018,3,18129.64,13329,4800.64
T002697,2020-10-21,P023,C075,1,54110.55,46243,7867.55
T008500,2020-10-21,P012,C061,2,83557.25,67584,15973.25
T004622,2020-10-21,P004,C058,2,2664.16,1938,726.16
T000387,2020-10-22,P002,C041,2,156605.5,124388,32217.5
T003942,2020-10-22,P042,C072,10,29016.3,23380,5636.3
T001797,2020-10-22,P043,C058,3,6042.89,4824,1218.89
T006645,2020-10-22,P014,C011,3,156879.32,145449,11430.32
T008430,2020-10-22,P010,C052,1,2187.45,1767,420.45
T007376,2020-10-22,P015,C057,20,435777.24,324520,111257.24
T002527,2020-10-22,P030,C069,5,23024.87,18020,5004.87
T008381,2020-10-22,P002,C070,5,365188.64,310970,54218.64
T005467,2020-10-23,P022,C009,15,330489.22,247935,82554.22
T001444,2020-10-23,P042,C054,1,2904.27,2338,566.27
T006633,2020-10-23,P046,C059,2,82354.7,67496,14858.7
T005771,2020-10-23,P020,C071,1,1213.15,1015,198.15
T007379,2020-10-23,P024,C050,3,54787.15,39828,14959.15
T009627,2020-10-23,P050,C045,3,187251.97,145992,41259.97
T009054,2020-10-24,P017,C012,15,12746.91,11475,1271.91
T003460,2020-10-24,P024,C044,3,43765.6,39828,3937.6
T005419,2020-10-24,P021,C066,15,27726.85,22125,5601.85
T003084,2020-10-24,P015,C018,2,45400.66,32452,12948.66
T008916,2020-10-24,P043,C014,5,10990.31,8040,2950.31
T006711,2020-10-25,P010,C027,10,22968.09,17670,5298.09
T002720,2020-10-25,P009,C007,2,2448.79,1772,676.79
T003524,2020-10-26,P019,C047,2,12294.99,9594,2700.99
T009956,2020-10-26,P004,C031,10,13446.56,9690,3756.56
T006045,2020-10-26,P006,C057,10,361239.83,289390,71849.83
T002920,2020-10-26,P030,C041,1,5035.04,3604,1431.04
T000405,2020-10-26,P011,C068,2,2254.98,1892,362.98
T005602,2020-10-26,P030,C074,15,70785.0,54060,16725.0
T008243,2020-10-26,P033,C074,2,57283.33,43546,13737.33
T008503,2020-10-27,P013,C027,3,133124.94,108048,25076.94
T005355,2020-10-27,P033,C060,2,55582.4,43546,12036.4
T002648,2020-10-27,P026,C022,5,197498.54,163475,34023.54
T006299,2020-10-27,P006,C014,5,192294.98,144695,47599.98
T003386,2020-10-27,P025,C043,25,2217514.66,1769350,448164.66
T001910,2020-10-28,P019,C051,3,19889.36,14391,5498.36
T008844,2020-10-28,P020,C008,2,2545.0,2030,515.0
T005443,2020-10-28,P001,C066,1,5159.81,4272,887.81
T006882,2020-10-28,P033,C023,10,287113.05,217730,69383.05
T000294,2020-10-28,P040,C007,1,39583.76,32693,6890.76
T006980,2020-10-28,P003,C065,10,446305.79,354950,91355.79
T001829,2020-10-28,P008,C035,1,3118.1,2347,771.1
T003449,2020-10-28,P029,C061,2,128520.85,95324,33196.85
T005055,2020-10-28,P037,C038,1,2815.8,2178,637.8
T008876,2020-10-28,P013,C044,1,46791.09,36016,10775.09
T009934,2020-10-28,P048,C072,2,4862.01,3830,1032.01
T004646,2020-10-29,P019,C002,10,62527.38,47970,14557.38
T008995,2020-10-29,P018,C025,5,6186.71,4510,1676.71
T001406,2020-10-29,P023,C062,3,190278.4,138729,51549.4
T007663,2020-10-29,P038,C056,15,40704.02,33330,7374.02
T001611,2020-10-29,P031,C013,10,4132.2,2980,1152.2
T009290,2020-10-29,P007,C032,15,734334.08,532200,202134.08
T009728,2020-10-29,P015,C072,2,41493.83,32452,9041.83
T002731,2020-10-29,P048,C064,10,23731.21,19150,4581.21
T000711,2020-10-29,P037,C022,1,2482.16,2178,304.16
T003307,2020-10-29,P001,C058,10,55682.58,42720,12962.58
T001717,2020-10-30,P048,C006,1,2388.97,1915,473.97
T002634,2020-10-30,P019,C056,30,173984.59,143910,30074.59
T002153,2020-10-30,P039,C032,5,19492.45,16145,3347.45
T008350,2020-10-30,P007,C031,15,641332.0,532200,109132.0
T005546,2020-10-30,P043,C051,10,22195.13,16080,6115.13
T005717,2020-10-30,P045,C044,1,1346.54,1009,337.54
T003789,2020-10-30,P016,C050,5,27480.91,22215,5265.91
T000689,2020-10-30,P042,C060,2,6521.9,4676,1845.9
T007916,2020-10-31,P033,C039,10,280158.68,217730,62428.68
T009099,2020-10-31,P042,C075,10,31636.57,23380,8256.57
T002507,2020-10-31,P045,C068,5,6529.48,5045,1484.48
T002059,2020-10-31,P011,C039,2,2400.13,1892,508.13
T000739,2020-10-31,P007,C011,2,92964.3,70960,22004.3
T002909,2020-10-31,P037,C020,3,8202.01,6534,1668.01
T000493,2020-11-01,P030,C062,10,45070.28,36040,9030.28
T003578,2020-11-01,P017,C036,15,13849.07,11475,2374.07
T006092,2020-11-01,P032,C059,15,33960.14,26550,7410.14
T004711,2020-11-01,P038,C029,5,14406.99,11110,3296.99
T002659,2020-11-01,P002,C015,1,79840.49,62194,17646.49
T004156,2020-11-01,P020,C070,5,6549.92,5075,1474.92
T009916,2020-11-01,P036,C006,3,246850.86,199569,47281.86
T006176,2020-11-02,P038,C026,10,29163.69,22220,6943.69
T006277,2020-11-02,P011,C058,10,11412.54,9460,1952.54
T001540,2020-11-02,P015,C054,20,432592.96,324520,108072.96
T006579,2020-11-02,P039,C061,2,8257.89,6458,1799.89
T001475,2020-11-02,P010,C006,3,6539.68,5301,1238.68
T000191,2020-11-02,P044,C070,5,5150.93,4135,1015.93
T007329,2020-11-02,P031,C038,3,1217.11,894,323.11
T000351,2020-11-02,P047,C058,5,165154.38,128315,36839.38
T003797,2020-11-02,P043,C015,20,42202.86,32160,10042.86
T006574,2020-11-02,P030,C039,1,4661.69,3604,1057.69
T004546,2020-11-02,P012,C022,2,84323.01,67584,16739.01
T006165,2020-11-03,P048,C053,1,2638.71,1915,723.71
T001453,2020-11-03,P046,C034,15,630510.43,506220,124290.43
T008825,2020-11-03,P037,C046,1,2777.31,2178,599.31
T004676,2020-11-03,P019,C005,2,11526.76,9594,1932.76
T004827,2020-11-03,P033,C025,10,261915.22,217730,44185.22
T002339,2020-11-03,P014,C029,1,61334.78,48483,12851.78
T002007,2020-11-03,P036,C028,5,415955.61,332615,83340.61
T000625,2020-11-03,P025,C041,2,184580.69,141548,43032.69
T002373,2020-11-04,P034,C008,1,10958.03,8502,2456.03
T004248,2020-11-04,P026,C061,3,112770.06,98085,14685.06
T001594,2020-11-04,P035,C058,15,8076.94,7590,486.94
T001534,2020-11-04,P039,C027,5,21311.88,16145,5166.88
T008417,2020-11-04,P009,C016,10,10879.87,8860,2019.87
T003911,2020-11-04,P044,C049,10,10285.36,8270,2015.36
T007858,2020-11-04,P038,C046,1,2792.22,2222,570.22
T003641,2020-11-04,P020,C041,1,1267.06,1015,252.06
T004049,2020-11-04,P036,C017,10,830682.02,665230,165452.02
T009496,2020-11-05,P021,C048,5,10057.66,7375,2682.66
T005342,2020-11-05,P043,C039,15,32693.02,24120,8573.02
T003138,2020-11-05,P018,C027,1,1258.71,902,356.71
T000780,2020-11-05,P022,C016,5,111883.48,82645,29238.48
T008564,2020-11-05,P030,C064,25,113985.44,90100,23885.44
T008945,2020-11-05,P020,C045,3,4242.72,3045,1197.72
T007425,2020-11-05,P040,C030,5,200082.07,163465,36617.07
T007117,2020-11-05,P017,C026,1,917.94,765,152.94
T002363,2020-11-06,P028,C050,15,13007.89,10170,2837.89
T008899,2020-11-06,P043,C006,1,2191.38,1608,583.38
T000138,2020-11-06,P035,C042,50,30361.2,25300,5061.2
T003842,2020-11-06,P022,C039,10,218705.74,165290,53415.74
T009672,2020-11-06,P010,C044,10,23771.9,17670,6101.9
